"Sex","Month","Sub_occupation","Employment_status","Count","Main_occupation"
"Females",2002 Nov,"Office Managers and Program Administrators","Full time",67.75622078,"Clerical and Administrative Workers"
"Females",2002 Nov,"Office Managers and Program Administrators","Part time",27.75810094,"Clerical and Administrative Workers"
"Females",2002 Nov,"Other Clerical and Administrative Workers","Full time",72.22712446,"Sales Workers"
"Females",2002 Nov,"Other Clerical and Administrative Workers","Part time",26.34523156,"Sales Workers"
"Females",2002 Nov,"Other Labourers","Full time",12.3196791,"Labourers"
"Females",2002 Nov,"Other Labourers","Part time",30.88777311,"Labourers"
"Females",2002 Nov,"Other Technicians and Trades Workers","Full time",43.42016541,"Technicians and Trades Workers"
"Females",2002 Nov,"Other Technicians and Trades Workers","Part time",28.03504128,"Technicians and Trades Workers"
"Females",2002 Nov,"Personal Assistants and Secretaries","Full time",115.35086294,"Clerical and Administrative Workers"
"Females",2002 Nov,"Personal Assistants and Secretaries","Part time",72.83034804,"Clerical and Administrative Workers"
"Females",2002 Nov,"Professionals nfd","Full time",0,"Professionals"
"Females",2002 Nov,"Professionals nfd","Part time",0.2836298,"Professionals"
"Females",2002 Nov,"Protective Service Workers","Full time",14.21541621,"Community and Personal Service Workers"
"Females",2002 Nov,"Protective Service Workers","Part time",4.60830335,"Community and Personal Service Workers"
"Females",2002 Nov,"Road and Rail Drivers","Full time",8.58606544,"Machinery Operators and Drivers"
"Females",2002 Nov,"Road and Rail Drivers","Part time",5.84757902,"Machinery Operators and Drivers"
"Females",2002 Nov,"Sales Assistants and Salespersons","Full time",126.62587491,"Sales Workers"
"Females",2002 Nov,"Sales Assistants and Salespersons","Part time",297.2958769,"Sales Workers"
"Females",2002 Nov,"Sales Representatives and Agents","Full time",46.57573382,"Sales Workers"
"Females",2002 Nov,"Sales Representatives and Agents","Part time",18.0862525,"Sales Workers"
"Females",2002 Nov,"Sales Support Workers","Full time",29.59927454,"Sales Workers"
"Females",2002 Nov,"Sales Support Workers","Part time",94.84448271,"Sales Workers"
"Females",2002 Nov,"Skilled Animal and Horticultural Workers","Full time",11.18080138,"Technicians and Trades Workers"
"Females",2002 Nov,"Skilled Animal and Horticultural Workers","Part time",10.65188106,"Technicians and Trades Workers"
"Females",2002 Nov,"Specialist Managers","Full time",83.98735446,"Managers"
"Females",2002 Nov,"Specialist Managers","Part time",14.41087467,"Managers"
"Females",2002 Nov,"Sports and Personal Service Workers","Full time",30.72894838,"Community and Personal Service Workers"
"Females",2002 Nov,"Sports and Personal Service Workers","Part time",36.92367456,"Community and Personal Service Workers"
"Females",2002 Nov,"Storepersons","Full time",5.96182086,"Machinery Operators and Drivers"
"Females",2002 Nov,"Storepersons","Part time",10.04274002,"Machinery Operators and Drivers"
"Females",2002 Nov,"Technicians and Trades Workers nfd","Full time",0.15799636,"Technicians and Trades Workers"
"Females",2002 Nov,"Technicians and Trades Workers nfd","Part time",0,"Technicians and Trades Workers"
"Females",2003 Feb,"Arts and Media Professionals","Full time",21.90270518,"Professionals"
"Females",2003 Feb,"Arts and Media Professionals","Part time",11.06585784,"Professionals"
"Females",2003 Feb,"Automotive and Engineering Trades Workers","Full time",2.72254392,"Technicians and Trades Workers"
"Females",2003 Feb,"Automotive and Engineering Trades Workers","Part time",0.98512704,"Technicians and Trades Workers"
"Females",2003 Feb,"Business, Human Resource and Marketing Professionals","Full time",142.69901777,"Professionals"
"Females",2003 Feb,"Business, Human Resource and Marketing Professionals","Part time",38.92285532,"Professionals"
"Females",2003 Feb,"Carers and Aides","Full time",100.40087029,"Community and Personal Service Workers"
"Females",2003 Feb,"Carers and Aides","Part time",161.05511368,"Community and Personal Service Workers"
"Females",2003 Feb,"Chief Executives, General Managers and Legislators","Full time",8.01499898,"Managers"
"Females",2003 Feb,"Chief Executives, General Managers and Legislators","Part time",2.11038904,"Managers"
"Females",2003 Feb,"Cleaners and Laundry Workers","Full time",37.25498824,"Labourers"
"Females",2003 Feb,"Cleaners and Laundry Workers","Part time",114.63737524,"Labourers"
"Females",2003 Feb,"Clerical and Office Support Workers","Full time",20.80599153,"Sales Workers"
"Females",2003 Feb,"Clerical and Office Support Workers","Part time",19.0889719,"Sales Workers"
"Females",2003 Feb,"Construction Trades Workers","Full time",2.16997551,"Technicians and Trades Workers"
"Females",2003 Feb,"Construction Trades Workers","Part time",0.42363064,"Technicians and Trades Workers"
"Females",2003 Feb,"Construction and Mining Labourers","Full time",2.32268514,"Labourers"
"Females",2003 Feb,"Construction and Mining Labourers","Part time",1.6468755,"Labourers"
"Females",2003 Feb,"Design, Engineering, Science and Transport Professionals","Full time",54.63778491,"Professionals"
"Females",2003 Feb,"Design, Engineering, Science and Transport Professionals","Part time",13.49643847,"Professionals"
"Females",2003 Feb,"Education Professionals","Full time",183.49482647,"Professionals"
"Females",2003 Feb,"Education Professionals","Part time",80.2987152,"Professionals"
"Females",2003 Feb,"Electrotechnology and Telecommunications Trades Workers","Full time",3.75231706,"Technicians and Trades Workers"
"Females",2003 Feb,"Electrotechnology and Telecommunications Trades Workers","Part time",0.37862329,"Technicians and Trades Workers"
"Females",2003 Feb,"Engineering, ICT and Science Technicians","Full time",29.43229721,"Technicians and Trades Workers"
"Females",2003 Feb,"Engineering, ICT and Science Technicians","Part time",10.70201217,"Technicians and Trades Workers"
"Females",2003 Feb,"Factory Process Workers","Full time",61.3002023,"Labourers"
"Females",2003 Feb,"Factory Process Workers","Part time",22.20149843,"Labourers"
"Females",2003 Feb,"Farm, Forestry and Garden Workers","Full time",18.36906183,"Labourers"
"Females",2003 Feb,"Farm, Forestry and Garden Workers","Part time",20.97047762,"Labourers"
"Females",2003 Feb,"Farmers and Farm Managers","Full time",30.39277906,"Managers"
"Females",2003 Feb,"Farmers and Farm Managers","Part time",24.20849597,"Managers"
"Females",2003 Feb,"Food Preparation Assistants","Full time",18.09497377,"Labourers"
"Females",2003 Feb,"Food Preparation Assistants","Part time",49.61850901,"Labourers"
"Females",2003 Feb,"Food Trades Workers","Full time",26.8914732,"Technicians and Trades Workers"
"Females",2003 Feb,"Food Trades Workers","Part time",17.55192213,"Technicians and Trades Workers"
"Females",2003 Feb,"General Clerical Workers","Full time",106.99673125,"Clerical and Administrative Workers"
"Females",2003 Feb,"General Clerical Workers","Part time",73.40733283,"Clerical and Administrative Workers"
"Females",2003 Feb,"Health Professionals","Full time",124.76370951,"Professionals"
"Females",2003 Feb,"Health Professionals","Part time",119.91984446,"Professionals"
"Females",2003 Feb,"Health and Welfare Support Workers","Full time",28.42174467,"Community and Personal Service Workers"
"Females",2003 Feb,"Health and Welfare Support Workers","Part time",26.43414778,"Community and Personal Service Workers"
"Females",2003 Feb,"Hospitality Workers","Full time",31.06743706,"Community and Personal Service Workers"
"Females",2003 Feb,"Hospitality Workers","Part time",89.86905488,"Community and Personal Service Workers"
"Females",2003 Feb,"Hospitality, Retail and Service Managers","Full time",157.55996703,"Managers"
"Females",2003 Feb,"Hospitality, Retail and Service Managers","Part time",41.13843288,"Managers"
"Females",2003 Feb,"ICT Professionals","Full time",33.31163195,"Professionals"
"Females",2003 Feb,"ICT Professionals","Part time",5.13362792,"Professionals"
"Females",2003 Feb,"Inquiry Clerks and Receptionists","Full time",119.2096471,"Clerical and Administrative Workers"
"Females",2003 Feb,"Inquiry Clerks and Receptionists","Part time",84.99196282,"Clerical and Administrative Workers"
"Females",2003 Feb,"Legal, Social and Welfare Professionals","Full time",44.57504414,"Professionals"
"Females",2003 Feb,"Legal, Social and Welfare Professionals","Part time",21.85685625,"Professionals"
"Females",2003 Feb,"Machine and Stationary Plant Operators","Full time",23.35697017,"Machinery Operators and Drivers"
"Females",2003 Feb,"Machine and Stationary Plant Operators","Part time",10.24451485,"Machinery Operators and Drivers"
"Females",2003 Feb,"Managers nfd","Full time",0.89592258,"Managers"
"Females",2003 Feb,"Managers nfd","Part time",0,"Managers"
"Females",2003 Feb,"Mobile Plant Operators","Full time",2.04275069,"Machinery Operators and Drivers"
"Females",2003 Feb,"Mobile Plant Operators","Part time",1.33652162,"Machinery Operators and Drivers"
"Females",2003 Feb,"Numerical Clerks","Full time",176.904559,"Clerical and Administrative Workers"
"Females",2003 Feb,"Numerical Clerks","Part time",163.64725275,"Clerical and Administrative Workers"
"Females",2003 Feb,"Office Managers and Program Administrators","Full time",78.58549475,"Clerical and Administrative Workers"
"Females",2003 Feb,"Office Managers and Program Administrators","Part time",33.73772178,"Clerical and Administrative Workers"
"Females",2003 Feb,"Other Clerical and Administrative Workers","Full time",72.81046669,"Sales Workers"
"Females",2003 Feb,"Other Clerical and Administrative Workers","Part time",23.16552581,"Sales Workers"
"Females",2003 Feb,"Other Labourers","Full time",15.12773103,"Labourers"
"Females",2003 Feb,"Other Labourers","Part time",24.83775498,"Labourers"
"Females",2003 Feb,"Other Technicians and Trades Workers","Full time",48.99926629,"Technicians and Trades Workers"
"Females",2003 Feb,"Other Technicians and Trades Workers","Part time",32.04662273,"Technicians and Trades Workers"
"Females",2003 Feb,"Personal Assistants and Secretaries","Full time",103.67346557,"Clerical and Administrative Workers"
"Females",2003 Feb,"Personal Assistants and Secretaries","Part time",77.34932227,"Clerical and Administrative Workers"
"Females",2003 Feb,"Professionals nfd","Full time",0,"Professionals"
"Females",2003 Feb,"Professionals nfd","Part time",0.86714325,"Professionals"
"Females",2003 Feb,"Protective Service Workers","Full time",16.77564554,"Community and Personal Service Workers"
"Females",2003 Feb,"Protective Service Workers","Part time",5.78767027,"Community and Personal Service Workers"
"Females",2003 Feb,"Road and Rail Drivers","Full time",6.92976404,"Machinery Operators and Drivers"
"Females",2003 Feb,"Road and Rail Drivers","Part time",6.30396901,"Machinery Operators and Drivers"
"Females",2003 Feb,"Sales Assistants and Salespersons","Full time",115.67783762,"Sales Workers"
"Females",2003 Feb,"Sales Assistants and Salespersons","Part time",280.75474147,"Sales Workers"
"Females",2003 Feb,"Sales Representatives and Agents","Full time",48.7162673,"Sales Workers"
"Females",2003 Feb,"Sales Representatives and Agents","Part time",18.44682238,"Sales Workers"
"Females",2003 Feb,"Sales Support Workers","Full time",34.75282097,"Sales Workers"
"Females",2003 Feb,"Sales Support Workers","Part time",98.13404562,"Sales Workers"
"Females",2003 Feb,"Skilled Animal and Horticultural Workers","Full time",12.09613616,"Technicians and Trades Workers"
"Females",2003 Feb,"Skilled Animal and Horticultural Workers","Part time",10.96364436,"Technicians and Trades Workers"
"Females",2003 Feb,"Specialist Managers","Full time",93.6472036,"Managers"
"Females",2003 Feb,"Specialist Managers","Part time",13.61118019,"Managers"
"Females",2003 Feb,"Sports and Personal Service Workers","Full time",33.94109148,"Community and Personal Service Workers"
"Females",2003 Feb,"Sports and Personal Service Workers","Part time",33.00892189,"Community and Personal Service Workers"
"Females",2003 Feb,"Storepersons","Full time",6.69761598,"Machinery Operators and Drivers"
"Females",2003 Feb,"Storepersons","Part time",11.01178522,"Machinery Operators and Drivers"
"Females",2003 May,"Arts and Media Professionals","Full time",17.71407242,"Professionals"
"Females",2003 May,"Arts and Media Professionals","Part time",12.79133587,"Professionals"
"Females",2003 May,"Automotive and Engineering Trades Workers","Full time",1.57511856,"Technicians and Trades Workers"
"Females",2003 May,"Automotive and Engineering Trades Workers","Part time",0.83720459,"Technicians and Trades Workers"
"Females",2003 May,"Business, Human Resource and Marketing Professionals","Full time",146.864323,"Professionals"
"Females",2003 May,"Business, Human Resource and Marketing Professionals","Part time",42.79896033,"Professionals"
"Females",2003 May,"Carers and Aides","Full time",97.45230126,"Community and Personal Service Workers"
"Females",2003 May,"Carers and Aides","Part time",155.99862118,"Community and Personal Service Workers"
"Females",2003 May,"Chief Executives, General Managers and Legislators","Full time",7.650168,"Managers"
"Females",2003 May,"Chief Executives, General Managers and Legislators","Part time",3.71428287,"Managers"
"Females",2003 May,"Cleaners and Laundry Workers","Full time",38.35926317,"Labourers"
"Females",2003 May,"Cleaners and Laundry Workers","Part time",113.17963599,"Labourers"
"Females",2003 May,"Clerical and Office Support Workers","Full time",22.81328424,"Sales Workers"
"Females",2003 May,"Clerical and Office Support Workers","Part time",22.75251031,"Sales Workers"
"Females",2003 May,"Construction Trades Workers","Full time",1.53352782,"Technicians and Trades Workers"
"Females",2003 May,"Construction Trades Workers","Part time",0.90662583,"Technicians and Trades Workers"
"Females",2003 May,"Construction and Mining Labourers","Full time",3.70240964,"Labourers"
"Females",2003 May,"Construction and Mining Labourers","Part time",1.10180425,"Labourers"
"Females",2003 May,"Design, Engineering, Science and Transport Professionals","Full time",45.79715123,"Professionals"
"Females",2003 May,"Design, Engineering, Science and Transport Professionals","Part time",15.43162789,"Professionals"
"Females",2003 May,"Education Professionals","Full time",176.61798418,"Professionals"
"Females",2003 May,"Education Professionals","Part time",96.37401022,"Professionals"
"Females",2003 May,"Electrotechnology and Telecommunications Trades Workers","Full time",3.51527519,"Technicians and Trades Workers"
"Females",2003 May,"Electrotechnology and Telecommunications Trades Workers","Part time",0.56913053,"Technicians and Trades Workers"
"Females",2003 May,"Engineering, ICT and Science Technicians","Full time",24.44855056,"Technicians and Trades Workers"
"Females",2003 May,"Engineering, ICT and Science Technicians","Part time",11.96863951,"Technicians and Trades Workers"
"Females",2003 May,"Factory Process Workers","Full time",62.75900713,"Labourers"
"Females",2003 May,"Factory Process Workers","Part time",24.24446289,"Labourers"
"Females",2003 May,"Farm, Forestry and Garden Workers","Full time",19.39880027,"Labourers"
"Females",2003 May,"Farm, Forestry and Garden Workers","Part time",22.31125425,"Labourers"
"Females",2003 May,"Farmers and Farm Managers","Full time",26.84203479,"Managers"
"Females",2003 May,"Farmers and Farm Managers","Part time",27.76142006,"Managers"
"Females",2003 May,"Food Preparation Assistants","Full time",18.44797288,"Labourers"
"Females",2003 May,"Food Preparation Assistants","Part time",51.85707231,"Labourers"
"Females",2003 May,"Food Trades Workers","Full time",21.04915251,"Technicians and Trades Workers"
"Females",2003 May,"Food Trades Workers","Part time",19.03370982,"Technicians and Trades Workers"
"Females",2003 May,"General Clerical Workers","Full time",116.90515891,"Clerical and Administrative Workers"
"Females",2003 May,"General Clerical Workers","Part time",79.25137379,"Clerical and Administrative Workers"
"Females",2003 May,"Health Professionals","Full time",129.70815589,"Professionals"
"Females",2003 May,"Health Professionals","Part time",110.57351052,"Professionals"
"Females",2003 May,"Health and Welfare Support Workers","Full time",28.09258515,"Community and Personal Service Workers"
"Females",2003 May,"Health and Welfare Support Workers","Part time",25.52307055,"Community and Personal Service Workers"
"Females",2003 May,"Hospitality Workers","Full time",32.59317386,"Community and Personal Service Workers"
"Females",2003 May,"Hospitality Workers","Part time",102.4108037,"Community and Personal Service Workers"
"Females",2003 May,"Hospitality, Retail and Service Managers","Full time",149.09884163,"Managers"
"Females",2003 May,"Hospitality, Retail and Service Managers","Part time",40.61866735,"Managers"
"Females",2003 May,"ICT Professionals","Full time",31.69526096,"Professionals"
"Females",2003 May,"ICT Professionals","Part time",4.53687074,"Professionals"
"Females",2003 May,"Inquiry Clerks and Receptionists","Full time",115.31375839,"Clerical and Administrative Workers"
"Females",2003 May,"Inquiry Clerks and Receptionists","Part time",88.75028584,"Clerical and Administrative Workers"
"Females",2003 May,"Legal, Social and Welfare Professionals","Full time",43.12342425,"Professionals"
"Females",2003 May,"Legal, Social and Welfare Professionals","Part time",20.31914489,"Professionals"
"Females",2003 May,"Machine and Stationary Plant Operators","Full time",26.20104317,"Machinery Operators and Drivers"
"Females",2003 May,"Machine and Stationary Plant Operators","Part time",9.28679998,"Machinery Operators and Drivers"
"Females",2003 May,"Managers nfd","Full time",0.10172288,"Managers"
"Females",2003 May,"Managers nfd","Part time",0,"Managers"
"Females",2003 May,"Mobile Plant Operators","Full time",2.16514036,"Machinery Operators and Drivers"
"Females",2003 May,"Mobile Plant Operators","Part time",0.50822569,"Machinery Operators and Drivers"
"Females",2003 May,"Numerical Clerks","Full time",165.77032918,"Clerical and Administrative Workers"
"Females",2003 May,"Numerical Clerks","Part time",174.47597586,"Clerical and Administrative Workers"
"Females",2003 May,"Office Managers and Program Administrators","Full time",79.58069979,"Clerical and Administrative Workers"
"Females",2003 May,"Office Managers and Program Administrators","Part time",37.00525304,"Clerical and Administrative Workers"
"Females",2003 May,"Other Clerical and Administrative Workers","Full time",63.07839094,"Sales Workers"
"Females",2003 May,"Other Clerical and Administrative Workers","Part time",27.85288053,"Sales Workers"
"Females",2003 May,"Other Labourers","Full time",14.50852291,"Labourers"
"Females",2003 May,"Other Labourers","Part time",26.91388862,"Labourers"
"Females",2003 May,"Other Technicians and Trades Workers","Full time",47.97473219,"Technicians and Trades Workers"
"Females",2003 May,"Other Technicians and Trades Workers","Part time",29.54868658,"Technicians and Trades Workers"
"Females",2003 May,"Personal Assistants and Secretaries","Full time",104.89152955,"Clerical and Administrative Workers"
"Females",2003 May,"Personal Assistants and Secretaries","Part time",67.40597464,"Clerical and Administrative Workers"
"Females",2003 May,"Professionals nfd","Full time",0.59063931,"Professionals"
"Females",2003 May,"Professionals nfd","Part time",0.1503226,"Professionals"
"Females",2003 May,"Protective Service Workers","Full time",18.1366368,"Community and Personal Service Workers"
"Females",2003 May,"Protective Service Workers","Part time",5.92148613,"Community and Personal Service Workers"
"Females",2003 May,"Road and Rail Drivers","Full time",7.54985902,"Machinery Operators and Drivers"
"Females",2003 May,"Road and Rail Drivers","Part time",6.62412658,"Machinery Operators and Drivers"
"Females",2003 May,"Sales Assistants and Salespersons","Full time",125.97713577,"Sales Workers"
"Females",2003 May,"Sales Assistants and Salespersons","Part time",291.93237555,"Sales Workers"
"Females",2003 May,"Sales Representatives and Agents","Full time",48.98570509,"Sales Workers"
"Females",2003 May,"Sales Representatives and Agents","Part time",17.33279307,"Sales Workers"
"Females",2003 May,"Sales Support Workers","Full time",32.43564457,"Sales Workers"
"Females",2003 May,"Sales Support Workers","Part time",103.99699601,"Sales Workers"
"Females",2003 May,"Sales Workers nfd","Full time",0,"Sales Workers"
"Females",2003 May,"Sales Workers nfd","Part time",0.21701248,"Sales Workers"
"Females",2003 May,"Skilled Animal and Horticultural Workers","Full time",10.11083762,"Technicians and Trades Workers"
"Females",2003 May,"Skilled Animal and Horticultural Workers","Part time",8.55602514,"Technicians and Trades Workers"
"Females",2003 May,"Specialist Managers","Full time",90.3765602,"Managers"
"Females",2003 May,"Specialist Managers","Part time",13.90042352,"Managers"
"Females",2003 May,"Sports and Personal Service Workers","Full time",32.13656727,"Community and Personal Service Workers"
"Females",2003 May,"Sports and Personal Service Workers","Part time",32.0492548,"Community and Personal Service Workers"
"Females",2003 May,"Storepersons","Full time",7.24609784,"Machinery Operators and Drivers"
"Females",2003 May,"Storepersons","Part time",9.87125429,"Machinery Operators and Drivers"
"Females",2003 Aug,"Arts and Media Professionals","Full time",23.41989443,"Professionals"
"Females",2003 Aug,"Arts and Media Professionals","Part time",14.15732157,"Professionals"
"Females",2003 Aug,"Automotive and Engineering Trades Workers","Full time",3.3043979,"Technicians and Trades Workers"
"Females",2003 Aug,"Automotive and Engineering Trades Workers","Part time",0.41210055,"Technicians and Trades Workers"
"Females",2003 Aug,"Business, Human Resource and Marketing Professionals","Full time",144.29928621,"Professionals"
"Females",2003 Aug,"Business, Human Resource and Marketing Professionals","Part time",40.15764418,"Professionals"
"Females",2003 Aug,"Carers and Aides","Full time",100.82119193,"Community and Personal Service Workers"
"Females",2003 Aug,"Carers and Aides","Part time",161.85182791,"Community and Personal Service Workers"
"Females",2003 Aug,"Chief Executives, General Managers and Legislators","Full time",11.79140557,"Managers"
"Females",2003 Aug,"Chief Executives, General Managers and Legislators","Part time",2.17298269,"Managers"
"Females",2003 Aug,"Cleaners and Laundry Workers","Full time",35.53190533,"Labourers"
"Females",2003 Aug,"Cleaners and Laundry Workers","Part time",102.89168604,"Labourers"
"Females",2003 Aug,"Clerical and Office Support Workers","Full time",20.2548127,"Sales Workers"
"Females",2003 Aug,"Clerical and Office Support Workers","Part time",21.63121264,"Sales Workers"
"Females",2003 Aug,"Construction Trades Workers","Full time",3.60484955,"Technicians and Trades Workers"
"Females",2003 Aug,"Construction Trades Workers","Part time",0.3187045,"Technicians and Trades Workers"
"Females",2003 Aug,"Construction and Mining Labourers","Full time",1.93282616,"Labourers"
"Females",2003 Aug,"Construction and Mining Labourers","Part time",1.89294139,"Labourers"
"Females",2003 Aug,"Design, Engineering, Science and Transport Professionals","Full time",41.92401745,"Professionals"
"Females",2003 Aug,"Design, Engineering, Science and Transport Professionals","Part time",17.02845051,"Professionals"
"Females",2003 Aug,"Education Professionals","Full time",188.82784496,"Professionals"
"Females",2003 Aug,"Education Professionals","Part time",102.86024973,"Professionals"
"Females",2003 Aug,"Electrotechnology and Telecommunications Trades Workers","Full time",2.02805687,"Technicians and Trades Workers"
"Females",2003 Aug,"Electrotechnology and Telecommunications Trades Workers","Part time",0.07128189,"Technicians and Trades Workers"
"Females",2003 Aug,"Engineering, ICT and Science Technicians","Full time",27.34034219,"Technicians and Trades Workers"
"Females",2003 Aug,"Engineering, ICT and Science Technicians","Part time",11.42950595,"Technicians and Trades Workers"
"Females",2003 Aug,"Factory Process Workers","Full time",63.6629726,"Labourers"
"Females",2003 Aug,"Factory Process Workers","Part time",31.46558498,"Labourers"
"Females",2003 Aug,"Farm, Forestry and Garden Workers","Full time",15.40270728,"Labourers"
"Females",2003 Aug,"Farm, Forestry and Garden Workers","Part time",19.14675509,"Labourers"
"Females",2003 Aug,"Farmers and Farm Managers","Full time",25.92211427,"Managers"
"Females",2003 Aug,"Farmers and Farm Managers","Part time",29.38701913,"Managers"
"Females",2003 Aug,"Food Preparation Assistants","Full time",21.07015338,"Labourers"
"Females",2003 Aug,"Food Preparation Assistants","Part time",46.18545648,"Labourers"
"Females",2003 Aug,"Food Trades Workers","Full time",22.38063842,"Technicians and Trades Workers"
"Females",2003 Aug,"Food Trades Workers","Part time",16.67374539,"Technicians and Trades Workers"
"Females",2003 Aug,"General Clerical Workers","Full time",112.92211559,"Clerical and Administrative Workers"
"Females",2003 Aug,"General Clerical Workers","Part time",79.13750364,"Clerical and Administrative Workers"
"Females",2003 Aug,"Health Professionals","Full time",123.22328674,"Professionals"
"Females",2003 Aug,"Health Professionals","Part time",114.18219145,"Professionals"
"Females",2003 Aug,"Health and Welfare Support Workers","Full time",29.94392385,"Community and Personal Service Workers"
"Females",2003 Aug,"Health and Welfare Support Workers","Part time",25.06799561,"Community and Personal Service Workers"
"Females",2003 Aug,"Hospitality Workers","Full time",30.68861801,"Community and Personal Service Workers"
"Females",2003 Aug,"Hospitality Workers","Part time",93.98489894,"Community and Personal Service Workers"
"Females",2003 Aug,"Hospitality, Retail and Service Managers","Full time",137.76553821,"Managers"
"Females",2003 Aug,"Hospitality, Retail and Service Managers","Part time",34.92235115,"Managers"
"Females",2003 Aug,"ICT Professionals","Full time",25.61896829,"Professionals"
"Females",2003 Aug,"ICT Professionals","Part time",6.62722012,"Professionals"
"Females",2003 Aug,"Inquiry Clerks and Receptionists","Full time",132.97522392,"Clerical and Administrative Workers"
"Females",2003 Aug,"Inquiry Clerks and Receptionists","Part time",91.99832715,"Clerical and Administrative Workers"
"Females",2003 Aug,"Legal, Social and Welfare Professionals","Full time",42.0077086,"Professionals"
"Females",2003 Aug,"Legal, Social and Welfare Professionals","Part time",20.96313754,"Professionals"
"Females",2003 Aug,"Machine and Stationary Plant Operators","Full time",26.40344137,"Machinery Operators and Drivers"
"Females",2003 Aug,"Machine and Stationary Plant Operators","Part time",13.38244719,"Machinery Operators and Drivers"
"Females",2003 Aug,"Managers nfd","Full time",0.15291596,"Managers"
"Females",2003 Aug,"Managers nfd","Part time",0,"Managers"
"Females",2003 Aug,"Mobile Plant Operators","Full time",2.69954604,"Machinery Operators and Drivers"
"Females",2003 Aug,"Mobile Plant Operators","Part time",0,"Machinery Operators and Drivers"
"Females",2003 Aug,"Numerical Clerks","Full time",174.62906153,"Clerical and Administrative Workers"
"Females",2003 Aug,"Numerical Clerks","Part time",164.72315289,"Clerical and Administrative Workers"
"Females",2003 Aug,"Office Managers and Program Administrators","Full time",72.62486309,"Clerical and Administrative Workers"
"Females",2003 Aug,"Office Managers and Program Administrators","Part time",30.47709928,"Clerical and Administrative Workers"
"Females",2003 Aug,"Other Clerical and Administrative Workers","Full time",55.95752871,"Sales Workers"
"Females",2003 Aug,"Other Clerical and Administrative Workers","Part time",28.00767668,"Sales Workers"
"Females",2003 Aug,"Other Labourers","Full time",11.28025977,"Labourers"
"Females",2003 Aug,"Other Labourers","Part time",24.39025969,"Labourers"
"Females",2003 Aug,"Other Technicians and Trades Workers","Full time",45.13054907,"Technicians and Trades Workers"
"Females",2003 Aug,"Other Technicians and Trades Workers","Part time",26.73601094,"Technicians and Trades Workers"
"Females",2003 Aug,"Personal Assistants and Secretaries","Full time",108.05362724,"Clerical and Administrative Workers"
"Females",2003 Aug,"Personal Assistants and Secretaries","Part time",63.92603203,"Clerical and Administrative Workers"
"Females",2003 Aug,"Professionals nfd","Full time",0.167738,"Professionals"
"Females",2003 Aug,"Professionals nfd","Part time",0.81425695,"Professionals"
"Females",2003 Aug,"Protective Service Workers","Full time",14.37160944,"Community and Personal Service Workers"
"Females",2003 Aug,"Protective Service Workers","Part time",4.87984253,"Community and Personal Service Workers"
"Females",2003 Aug,"Road and Rail Drivers","Full time",9.10385912,"Machinery Operators and Drivers"
"Females",2003 Aug,"Road and Rail Drivers","Part time",9.27782318,"Machinery Operators and Drivers"
"Females",2003 Aug,"Sales Assistants and Salespersons","Full time",115.16373875,"Sales Workers"
"Females",2003 Aug,"Sales Assistants and Salespersons","Part time",291.40367227,"Sales Workers"
"Females",2003 Aug,"Sales Representatives and Agents","Full time",46.35813789,"Sales Workers"
"Females",2003 Aug,"Sales Representatives and Agents","Part time",14.83856293,"Sales Workers"
"Females",2003 Aug,"Sales Support Workers","Full time",33.86200238,"Sales Workers"
"Females",2003 Aug,"Sales Support Workers","Part time",100.55883886,"Sales Workers"
"Females",2003 Aug,"Sales Workers nfd","Full time",0.31845521,"Sales Workers"
"Females",2003 Aug,"Sales Workers nfd","Part time",0,"Sales Workers"
"Females",2003 Aug,"Skilled Animal and Horticultural Workers","Full time",9.38899087,"Technicians and Trades Workers"
"Females",2003 Aug,"Skilled Animal and Horticultural Workers","Part time",9.68446069,"Technicians and Trades Workers"
"Females",2003 Aug,"Specialist Managers","Full time",89.05590019,"Managers"
"Females",2003 Aug,"Specialist Managers","Part time",17.36628681,"Managers"
"Females",2003 Aug,"Sports and Personal Service Workers","Full time",32.04490296,"Community and Personal Service Workers"
"Females",2003 Aug,"Sports and Personal Service Workers","Part time",33.61431086,"Community and Personal Service Workers"
"Females",2003 Aug,"Storepersons","Full time",3.343143,"Machinery Operators and Drivers"
"Females",2003 Aug,"Storepersons","Part time",10.87162281,"Machinery Operators and Drivers"
"Females",2003 Nov,"Arts and Media Professionals","Full time",22.98736426,"Professionals"
"Females",2003 Nov,"Arts and Media Professionals","Part time",12.47700935,"Professionals"
"Females",2003 Nov,"Automotive and Engineering Trades Workers","Full time",3.23552125,"Technicians and Trades Workers"
"Females",2003 Nov,"Automotive and Engineering Trades Workers","Part time",0.40035669,"Technicians and Trades Workers"
"Females",2003 Nov,"Business, Human Resource and Marketing Professionals","Full time",144.57903517,"Professionals"
"Females",2003 Nov,"Business, Human Resource and Marketing Professionals","Part time",43.80036379,"Professionals"
"Females",2003 Nov,"Carers and Aides","Full time",96.44609702,"Community and Personal Service Workers"
"Females",2003 Nov,"Carers and Aides","Part time",156.80842942,"Community and Personal Service Workers"
"Females",2003 Nov,"Chief Executives, General Managers and Legislators","Full time",9.91197636,"Managers"
"Females",2003 Nov,"Chief Executives, General Managers and Legislators","Part time",2.25144185,"Managers"
"Females",2003 Nov,"Cleaners and Laundry Workers","Full time",36.69927567,"Labourers"
