"Level","Description","1986 Aug","1986 Nov","1987 Feb","1987 May","1987 Aug","1987 Nov","1988 Feb","1988 May","1988 Aug","1988 Nov","1989 Feb","1989 May","1989 Aug","1989 Nov","1990 Feb","1990 May","1990 Aug","1990 Nov","1991 Feb","1991 May","1991 Aug","1991 Nov","1992 Feb","1992 May","1992 Aug","1992 Nov","1993 Feb","1993 May","1993 Aug","1993 Nov","1994 Feb","1994 May","1994 Aug","1994 Nov","1995 Feb","1995 May","1995 Aug","1995 Nov","1996 Feb","1996 May","1996 Aug","1996 Nov","1997 Feb","1997 May","1997 Aug","1997 Nov","1998 Feb","1998 May","1998 Aug","1998 Nov","1999 Feb","1999 May","1999 Aug","1999 Nov","2000 Feb","2000 May","2000 Aug","2000 Nov","2001 Feb","2001 May","2001 Aug","2001 Nov","2002 Feb","2002 May","2002 Aug","2002 Nov","2003 Feb","2003 May","2003 Aug","2003 Nov","2004 Feb","2004 May","2004 Aug","2004 Nov","2005 Feb","2005 May","2005 Aug","2005 Nov","2006 Feb","2006 May","2006 Aug","2006 Nov","2007 Feb","2007 May","2007 Aug","2007 Nov","2008 Feb","2008 May","2008 Aug","2008 Nov","2009 Feb","2009 May","2009 Aug","2009 Nov","2010 Feb","2010 May","2010 Aug","2010 Nov","2011 Feb","2011 May","2011 Aug","2011 Nov","2012 Feb","2012 May","2012 Aug","2012 Nov","2013 Feb","2013 May","2013 Aug","2013 Nov","2014 Feb","2014 May","2014 Aug","2014 Nov","2015 Feb","2015 May","2015 Aug","2015 Nov","2016 Feb","2016 May","2016 Aug","2016 Nov","2017 Feb","2017 May","2017 Aug","2017 Nov","2018 Feb","2018 May"
4,"Technicians and Trades Workers-Electrotechnology and Telecommunications Trades Workers-Full time",167.03394304,160.91475004,155.39489333,154.30993802,146.12622107,151.48796193,173.71652268,169.6501304,171.93461885,163.69740087,173.26718121,166.65368161,157.98723735,164.63913875,166.939549,173.59731419,170.68272531,165.99630259,154.19524531,152.31600678,155.70924578,151.64502302,155.80561947,155.95175887,153.05655259,149.44606962,147.70833815,157.49272557,154.04733783,154.31451508,152.82313252,147.49611371,148.5864865,154.63783878,172.76509229,160.89129761,160.26781227,155.07803453,167.88872817,160.98291975,169.61148881,166.71508267,173.73822321,184.74719909,173.6571302,167.17316543,170.85031957,171.24089006,171.33178838,172.3219563,172.5972386,173.97858652,170.0985428,173.82878775,186.48654847,172.00726756,169.90214313,162.34407232,168.04975425,156.87841355,152.34546142,149.25460798,156.50995583,170.43750943,173.51334888,174.18736548,176.08302144,190.67417926,196.40089311,174.54268332,169.66140161,165.67940852,160.35773925,176.40393958,167.43126118,170.0173058,174.0313492,175.86761521,175.94942541,172.71128219,182.5650486,189.22579735,191.93789826,198.41715346,200.56984169,200.3418453,195.2546526,194.38908903,200.68046669,199.11175975,213.23036331,211.32873208,188.93013038,190.70676066,214.12458244,209.67448034,213.55082723,217.45769192,220.53003098,201.65055126,191.45779763,200.76640685,216.90410253,204.69727281,220.48376041,212.095344,210.25562032,205.12279795,201.82989962,218.52970196,218.72644902,206.66437017,210.45840668,219.91908793,212.46252642,215.80711551,220.83982594,236.99197142,230.96857379,213.57992767,217.68949843,224.94665276,220.7225857,208.02461018,203.7903972,219.31493937,232.98021172,227.51916752
4,"Technicians and Trades Workers-Electrotechnology and Telecommunications Trades Workers-Part time",3.20670838,2.68878775,3.13472033,4.08515336,4.29745743,5.28097563,2.20166388,4.73051621,4.88535241,3.89581019,2.21313319,3.28692248,3.44061041,2.12827009,3.49553815,4.09765589,4.78795738,3.10827143,4.85187252,6.96889094,5.7143187,5.74581518,7.51990648,8.78515162,7.35952122,7.3184577,4.35922758,3.21713632,5.85113395,5.02693046,4.89437146,5.27012709,6.09478553,5.92406326,7.86067612,5.81966549,6.33828938,4.86309686,4.92101791,8.23408514,8.32632303,8.99914016,6.65721763,5.99942551,6.72497514,9.47510483,6.90969374,7.53745499,4.30231224,5.42639232,8.19671806,6.55396388,10.46772745,11.03828664,10.41826009,9.84461218,10.15107676,7.88021671,6.15504955,9.65989318,11.51847406,9.89606458,10.39917434,9.1267733,12.19836894,11.72255362,13.45326438,13.90853605,7.10495226,8.45187172,7.76686425,9.03091705,10.88598837,12.6768538,10.62657993,16.18701587,12.39381492,13.27378786,13.00782313,16.16973961,15.52251532,15.46938206,11.98533923,17.82533355,15.21261113,10.87199363,15.15333863,15.96086125,16.09192774,17.29226971,12.24470067,14.54883609,20.04674003,15.70179404,16.93555245,19.63010327,19.40795995,17.64275005,15.73880743,17.64370315,14.12959882,18.68895923,15.81270775,19.51104319,13.46189221,16.5199306,17.48153195,17.98058184,15.21957482,16.99112951,14.73576661,16.98062252,16.08948533,15.98281193,15.60865258,18.53577972,16.83722499,19.19349331,20.69748276,19.56457912,19.10465781,14.78764286,22.10268432,23.35079984,25.11557472,24.90411817,23.49049062,19.98547797
4,"Technicians and Trades Workers-Engineering, ICT and Science Technicians-Full time",123.68257382,116.20508782,123.42928207,123.35239509,133.80942662,131.49539206,130.8602262,135.52794816,139.35702077,137.86039948,141.62755857,136.10046035,127.57526971,126.72126152,130.94547444,137.67703456,139.78334181,143.19659711,145.01234387,137.00356048,136.56568437,138.13157553,143.42227909,134.64725394,130.03879909,124.09682857,138.19268562,130.20657813,134.07631915,135.8822713,137.96517743,126.94977797,128.64020556,136.62939723,134.21867202,136.01981663,136.88124901,135.38068508,135.5281214,148.49916168,143.09567989,147.79252952,153.38112228,156.52244725,146.28697157,148.84820118,144.63917478,133.93121626,124.51337402,124.30881155,134.84634849,150.63936642,147.2847439,152.81323388,149.49402138,150.65557041,146.76699181,140.82770393,144.27027724,143.95228715,150.70684368,148.24687258,151.64445484,140.43524972,138.23341464,149.69108061,149.80904579,147.1797318,146.02603867,151.90707988,153.10659093,159.6080026,157.61118308,163.82791991,185.38166827,181.91971009,174.12365475,168.89731078,168.88459598,173.61368114,179.64789014,189.67321161,174.33368662,187.50275932,186.39484188,196.1308166,191.91394355,185.23106265,198.05686128,192.8490649,194.85426718,195.10292672,173.49692615,185.40709647,189.4518816,183.17999013,190.86020706,189.4363829,195.3309355,184.83594868,190.7817327,195.90377084,202.10803584,203.34102908,218.6253584,205.6660909,205.12367986,205.27290537,192.38696444,214.76148641,219.79586027,188.4327218,204.60191637,190.45798911,203.58195878,206.22523232,199.47118806,203.72333488,214.59955938,193.16203832,191.68558486,221.50926741,188.96933061,215.03465364,196.81036222,201.20044375,200.32355183,221.57997035
4,"Technicians and Trades Workers-Engineering, ICT and Science Technicians-Part time",6.15058098,5.65149377,5.61495004,7.84638052,8.18686002,7.96282562,6.06375706,7.21061367,7.88418952,7.92778603,8.39345074,8.82076757,9.08549527,10.70949664,9.39397101,12.52693431,10.49868396,9.76047376,10.16414309,10.64526257,12.6859549,10.34853619,9.92645447,10.92939705,13.84045453,12.88572278,8.28493899,10.09500295,10.98392829,12.85370057,11.8735868,12.60597771,12.25278722,13.531115,13.2849938,16.0341598,16.90244435,13.45057939,14.45463396,16.07450185,14.98126716,12.99026451,11.95290887,14.59380835,12.6574076,11.89005041,13.0375809,11.69348843,9.27443505,9.95637951,10.39016291,15.71982788,16.58886063,13.36386563,14.7834939,16.48607096,15.33846332,13.28247228,12.23991638,18.44460643,17.67990458,16.7936428,16.09655372,16.40431123,13.59125721,18.02373567,17.57534811,19.17034526,19.38985744,21.23422779,18.10084112,21.91181743,23.5133051,22.93975524,19.30121788,22.84229189,26.53089468,23.59149655,22.70959511,24.81214048,30.85916942,24.31680867,24.87880359,28.32966577,27.2177655,28.13203417,23.39949734,26.38224631,31.17667341,28.20707922,31.32483518,30.23809748,30.04284661,31.85830928,35.84814346,35.22925152,34.20607946,29.74641033,29.96388529,26.6254238,25.91751974,34.08505297,31.65837161,37.50507739,33.33833583,30.38613607,33.05566065,28.70459208,33.51241108,35.28067288,34.10536132,34.03160253,36.51041334,29.22266109,30.22747894,29.17673106,27.27615683,30.64180202,31.50871626,40.5353222,40.32647873,42.23377609,28.20340126,36.41285246,41.38215488,34.96017545,31.61618644,39.86795046
4,"Technicians and Trades Workers-Food Trades Workers-Full time",72.70447382,75.28137597,70.27059182,76.32665995,76.35783956,75.54881393,74.38763529,73.78571839,73.66034669,80.46565226,82.1305278,85.51779953,82.48685479,81.90832421,79.05345863,85.78990421,84.44136802,81.51521859,81.40189246,80.92552966,74.35178759,78.86312667,87.25918765,81.88248528,79.3741543,78.61909034,75.19000979,83.46554037,81.26147324,83.07633978,82.57852487,88.05478713,88.06898845,90.8177443,89.99113065,90.65731556,85.02271801,87.01887676,89.32596809,92.5669568,86.47210907,83.39040791,97.47357249,94.10091363,90.54725617,97.51452121,97.95373346,96.74034748,100.84747082,97.21877164,96.72946672,92.87480928,91.14457138,103.30244439,94.46602378,97.95929651,101.47217213,105.08760752,99.25343594,98.1033128,104.8796217,107.22522401,106.73807649,96.85338734,89.58499624,89.00609997,100.26607238,96.77550665,100.2840349,102.5466874,100.23189674,93.62934588,87.93309397,98.5848362,98.82169095,101.41738288,99.61330745,99.74550796,103.71870328,102.23002764,97.99197042,99.4017988,111.58297816,122.98658397,116.77997708,107.57168798,111.71004155,111.29217613,109.8781538,112.3850819,112.67037039,112.94397339,107.6486741,106.66943879,112.98072191,117.42772658,108.83239636,121.46570306,115.1695006,116.6395934,114.02148667,124.89733245,124.62303635,136.07973079,131.03317264,123.96732474,113.55320695,117.72938814,115.52105018,111.90131088,119.92421599,115.03007413,123.16943729,133.88610418,128.24907037,122.29109086,120.36375729,130.72786913,137.2351632,111.85771897,129.98457739,118.81582579,123.41457469,134.93769398,138.00464636,146.00800968,144.91623555,143.87582435
4,"Technicians and Trades Workers-Food Trades Workers-Part time",12.05863141,13.96384446,15.04542776,14.53325662,12.22089697,17.45360021,16.22296342,16.85446747,14.48421768,12.66398223,16.3068986,15.43186916,16.26374115,16.20584415,14.17077526,16.70670398,15.99192115,17.10088588,14.7778109,15.46080926,16.09282912,15.19777097,16.1744726,17.29839248,17.3964394,18.33026613,15.89102521,16.49922389,16.97738786,15.90946337,17.86872167,18.99253219,21.4444309,23.37625508,19.40214983,19.69824926,21.91615259,17.30654315,19.58124546,17.51041389,19.89325666,18.82737184,22.28316539,20.99584035,20.57088447,21.52244473,20.0963977,23.38253409,17.86895839,18.93710178,23.44839704,26.24212824,29.17080275,24.74969534,18.79271647,19.49694467,23.01189925,23.92758762,28.58667972,25.50202791,22.81734601,25.05913789,23.17183961,23.26154447,23.80951546,25.89814693,28.64194729,30.22873523,32.00588308,30.14308815,29.45577982,27.1247388,27.34127686,31.79458072,31.71276711,29.05278655,31.8609073,31.87215806,29.6912942,31.58773017,30.23572464,34.805286,36.86947889,32.59995563,37.2185887,41.88103902,43.22951956,40.46086861,37.6788572,37.20878108,45.12360731,45.34162756,39.07375991,36.58877584,35.0336196,37.01566713,33.22975861,35.77250939,39.74302623,41.69767815,37.21575417,42.18633867,41.19074296,41.51403838,41.88667416,39.78636626,37.42962258,39.38864668,45.89536951,47.3948745,38.77081109,39.52406959,40.85449761,41.67950249,39.91271843,48.08827549,54.08499838,48.27396652,46.19242143,45.17704331,40.4127198,45.84513607,55.11599338,51.75900763,44.13463942,47.61320274,52.93378462,61.10738236
4,"Technicians and Trades Workers-Other Technicians and Trades Workers-Full time",168.22998117,167.70100591,163.83663361,162.04647931,172.93302586,173.0304669,171.25995187,163.80157019,173.34032166,175.2063386,181.36612904,176.02649847,178.8129469,173.39275675,168.50121228,180.46839397,175.81260687,162.49205865,152.18615111,151.22386611,161.40702167,160.32995777,163.24689526,170.46271731,163.169915,156.18623714,160.21468022,153.42152538,147.54248763,148.23529511,155.10203238,159.04926636,162.539763,165.08389392,169.32649535,158.0502864,158.40168435,158.53137627,166.88226113,157.90039285,155.09759169,159.26418572,164.91402408,167.78938735,162.40879689,152.77551192,164.94997518,149.71055068,154.35606862,145.95916759,143.85391901,153.43184653,149.53145096,165.60852632,166.44669696,162.87844285,166.18310934,164.34580244,162.76188724,155.34052982,143.26507436,141.88831993,150.66490066,159.37428348,155.20194561,154.02131867,150.97867949,148.53523689,139.00582846,144.99333314,152.71744585,151.43100859,147.5381523,151.39411953,160.43013946,159.78430882,150.29017529,156.41697138,139.87492855,147.88021446,146.07865951,156.65553072,148.96944784,147.98119166,145.0024085,151.54119543,161.89023926,155.30646329,132.53202305,154.78121688,155.48360383,150.41164512,145.15075832,141.45553325,139.72589724,137.94824482,133.28316617,137.63275877,148.91624933,129.29889848,127.46899613,131.88759092,132.68450488,134.64244026,131.8885299,143.43134733,134.0527962,140.62501186,132.36882613,122.62906116,124.51554879,141.69858531,132.27374863,135.94776436,137.27920385,136.97980327,141.62458521,132.6821336,123.71305741,133.81641345,131.60030719,136.27166267,131.00176096,137.37258885,146.19026867,138.02427695,129.18319387,117.74662084
4,"Technicians and Trades Workers-Other Technicians and Trades Workers-Part time",18.69156614,20.00011943,17.78942051,19.98682006,22.84513881,22.35671546,20.52385625,21.03088355,20.62027094,18.88485954,19.75873536,22.19442964,21.68155202,23.02048276,19.930474,23.02135569,19.90807986,21.76148432,22.30649351,27.02661772,24.36673743,23.71828974,22.79844461,22.495374,24.72960188,24.83736931,24.86320176,26.55588785,23.68311054,22.45029642,20.57007707,21.51270123,24.50711309,26.41980505,25.32742373,23.46043145,22.54554719,26.59603836,22.95015761,21.72539134,25.55591551,26.29876866,23.03954139,28.70935667,28.21653426,33.03911759,26.98346423,32.00265175,36.138642,32.88952919,29.3408993,26.98436546,29.4499358,35.9977217,31.83747325,34.15982576,34.90443527,33.42386415,33.47499911,38.86844051,37.28036972,40.2491612,36.94850213,36.68747862,35.73610116,36.51363956,44.35591595,41.47873877,38.90990877,34.34314049,39.55746359,41.55310028,39.21623365,36.897067,34.04335866,43.60210274,39.48366199,39.41416488,40.41373304,39.72610041,37.52202997,42.18307087,41.77441963,49.07332041,43.28093525,45.32284778,45.46044827,47.2563768,48.37027222,42.86674261,41.45206068,51.4390223,54.55682391,48.06490108,40.0301847,51.57703731,46.78833877,48.05634171,44.89664855,45.11693709,44.27115423,53.77002238,56.47636907,55.59111366,50.39328101,52.05796239,43.64018674,50.34832796,52.76307662,49.62280939,54.76629442,51.56228721,57.90240403,55.34565802,57.56577492,64.31294547,61.12997469,51.9714332,58.42795225,51.84291447,57.98409997,64.7623779,53.56189247,43.18982608,51.05300646,59.08330225,66.61797098,67.47692618
4,"Technicians and Trades Workers-Skilled Animal and Horticultural Workers-Full time",67.38074921,70.54328673,60.98152705,53.76228908,54.03128576,60.73574718,58.85390913,63.75017299,68.46304101,63.79779024,63.5236873,66.22807202,66.0476932,71.93169108,66.32262826,66.99479192,70.10117232,70.84098363,68.89395451,71.80544132,69.96274651,69.91655092,62.21126795,56.10465998,59.64835153,58.96686392,62.77159126,66.84531096,69.13009664,72.58617523,59.49242321,66.35453413,61.09671724,57.75712469,56.91294572,64.2325815,69.57509056,73.31603111,68.25372006,65.11937845,65.17329548,62.17970605,62.03705896,66.1488405,63.53870553,65.21224874,70.34205126,67.53625629,64.59752186,71.3030207,68.05719407,67.97719411,70.61238547,72.65161636,77.47568031,64.10189996,61.85883824,62.89284912,61.03455475,61.15927319,62.24104322,67.5790798,75.63528557,72.07349069,67.35437919,66.13348158,63.6673137,65.3567375,71.0517974,76.42172491,74.86604854,73.17935605,81.06028179,73.7729673,75.94097341,68.14566442,76.32839504,83.20424005,88.16119341,83.91458895,83.43519367,80.16322904,83.34620295,76.27998811,74.07113657,78.61406423,84.63628225,82.59871917,82.19569612,84.36526576,78.64548507,73.71935527,71.41353196,76.04136634,74.1128087,77.73051844,78.76418223,76.78966944,85.40396262,79.66295473,71.53691388,82.71724766,88.04442883,77.44401543,81.72547777,88.26762891,89.0528567,85.65987034,81.86535359,85.19724683,94.97878859,85.73029962,79.81422878,91.7229855,82.12488859,83.28898096,77.86641211,83.12190882,85.07500977,80.80024673,91.15325032,92.22753444,93.61483762,95.16374916,95.34333298,90.5503475,99.36585582,96.55337373
4,"Technicians and Trades Workers-Skilled Animal and Horticultural Workers-Part time",13.34533872,13.03181127,11.41945704,11.04744474,10.8943923,14.94520345,13.82169238,12.67193918,11.42294659,13.59415456,13.34003993,14.59517488,13.78776388,15.54802744,13.38931188,14.66693131,12.44306678,13.54415988,14.20048041,15.11110336,15.16399643,17.46681743,19.04354069,15.10369168,15.91084043,16.90363401,15.84434494,16.96268734,19.21280345,19.30575732,18.80854859,15.47700836,15.28700016,18.76657157,19.70955053,19.33117089,19.32595353,20.82308356,18.57962161,17.01685064,16.37913437,18.31756561,19.03360216,16.05886306,16.02655704,20.13313384,15.4403665,17.72442053,15.4127473,20.00537294,21.16624809,20.55423541,16.12560258,21.0131898,20.91517503,20.44367891,16.41727022,20.65805674,21.14653129,22.85178149,22.58893264,19.20708376,18.80562709,24.33739288,28.95235683,23.89799913,25.11055173,20.48064644,21.30550759,22.02358158,26.11070182,26.65120532,23.74797224,23.35716483,23.24480796,26.90511689,23.46965953,29.51886107,33.52091966,30.42299519,28.76922231,31.01611661,39.51087351,37.49620532,36.08946175,34.73624426,28.51607537,29.94565527,29.67813927,23.5134199,27.79446001,28.06126483,29.42055903,31.07770099,32.40160111,31.80789059,33.20748178,29.63057875,39.9836433,36.37025082,36.8889547,38.39449849,36.6983988,39.85691649,39.72467825,39.7797566,38.70051484,34.83624361,35.15460802,37.6129322,39.90822391,37.12593974,42.07289069,40.16182046,34.8360207,36.07466197,34.54139414,40.50425259,32.89617898,33.29600187,36.60126806,34.45752146,35.48609186,36.18823256,45.42386056,45.85247676,46.80553718,40.74070576
4,"Technicians and Trades Workers-Technicians and Trades Workers nfd-Full time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37640229,0.17104087,0.24828025,0.23261474,0.17921977,NA,0.35491833,0.14748231,0.68913368,1.10680662,1.24219164,NA,1.81621496,2.63584351,3.82127749,4.52746092,7.17277993,8.29688866,4.23826711,3.72889899,2.22883496,4.43224144,4.07931838,5.00082316,4.58543029,3.82096615,4.54147584,6.16919553,7.73727964,6.98815631,4.2255048,2.36843513,5.84693854,4.03140897,4.44374241,8.32225988,6.83684279,8.40836489,5.65231496,7.68587253,5.92769421,8.30148921,8.17377097,3.50741142,3.34514568,6.61583593,4.11181143,3.69225079,8.29687622,8.57751096,11.08957322,4.58994692,4.37974292,6.24159249,7.83826631,8.50249862,10.93479052,7.62753935,5.30547948,8.63847547,12.40480635,12.74824258,7.59703768,4.65169643,12.89037267,11.56531162,6.6910962,4.912393,4.41058776,5.11653254,6.42221312
4,"Technicians and Trades Workers-Technicians and Trades Workers nfd-Part time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.27994571,0,NA,0,0,0,0,0,NA,0.24465706,0,0.66449956,1.29822412,1.01565152,0,0,0,0.11247696,0,0.55830229,0.73060666,0.47490816,0.2441963,0.62079393,1.06827817,0.3327328,0,0.74326957,0.49772825,0.40327135,0.44048732,0.60371473,0.64000375,0,0.40420651,0.32005656,0.88871562,0.47190753,0.43988321,0.81465155,1.02984957,0.40719022,0,0.43866007,0.56021974,2.01752081,1.28559333,0.62936484,0.40973206,0,0.25481196,1.14327016,0.50904355,0.42565456,0.19500297,0.08952565,0.44624944,0.21665013,1.83135179,1.73048097,0.3642304,1.91826439,2.35267424,0.34204055,2.04648045,0.42675305,0.87318148,0
5,"Clerical and Administrative Workers-Clerical and Administrative Workers nfd-Full time-Females",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16868466,0.09232511,0.08157396,NA,NA,NA,0.22260046,0.0915366,0.08250146,0.18323285,0.17679966,0.30334867,0.46559068,0.20015581,NA,NA,0.43343952,0.26423337,0.47264879,0.64788325,NA,0.91898573,1.07514568,0.98188076,0.38528461,NA,0.22031872,NA,0.97255551,0.35948134,NA,NA,0.12338335,0.65111047,0.25939145,0.32230383,0.14836297,NA,0.28008343,0.1220359,NA,NA,NA,0.26026668,NA,0.15953135,0.86956727,0.37905456,NA,NA,NA,NA,NA,NA,NA,0.12379558,0.52181258,0.53935671,0.51463493,0.70820422,NA,NA,NA,NA,NA
5,"Clerical and Administrative Workers-Clerical and Administrative Workers nfd-Full time-Males",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29419361,0.28747596,NA,NA,NA,0.21785885,0.09583589,NA,NA,NA,0.64165327,0.07846242,0.34105049,0.24525634,NA,0.37684411,0.49034832,0.21309239,0.12466259,0,0.19798903,NA,0.78657565,0.43445099,NA,NA,0.52637096,0.13896854,NA,0.24208245,0.16305464,0.14229787,0.14436512,0.18205757,NA,NA,NA,NA,NA,0.11432755,NA,NA,NA,NA,NA,NA,NA,0.11838143,0.3851481,0.44219554,NA,NA,NA,NA,NA,0.82185389,0.34071888,1.06611031,NA,NA,NA,NA,NA,NA
5,"Clerical and Administrative Workers-Clerical and Administrative Workers nfd-Part time-Females",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0.08692063,0.08982208,0,0.41696811,NA,0,0.23346051,0.07009288,0,NA,0,NA,0,0,NA,NA,0,0.11395826,0,0,0.38882163,NA,0,0,NA,NA,NA,0,NA,0,0,0.39304097,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
5,"Clerical and Administrative Workers-Clerical and Administrative Workers nfd-Part time-Males",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,0,0.10896796,0.08320244,0.08557814,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
5,"Clerical and Administrative Workers-General Clerical Workers-Full time-Females",119.59280672,118.7821616,116.12502301,123.03422775,121.59817251,116.75812009,125.09987971,127.96423905,126.67970305,128.50164903,130.64334575,127.74085539,124.14324867,130.80065957,125.01735941,115.00272089,115.78727576,116.24408673,121.88462246,115.03869573,115.16989855,107.47583905,112.30823064,110.3590942,104.91794335,98.91927757,112.06728989,109.76359629,104.97758372,104.38111741,113.03796097,109.00190467,111.8955029,106.82262162,107.41623273,111.11710276,114.10641732,108.41763572,111.89053726,107.43886733,103.23524596,101.08210981,95.2460902,88.76396615,84.30120851,109.56978238,106.92428248,102.72724535,96.34626974,104.96732078,103.5981974,104.12543795,104.88065809,100.42011702,114.90854678,120.39748693,117.18218431,124.81877027,126.57278633,112.71175577,110.54957115,106.31794807,115.85740087,102.79931671,108.36534387,106.85936887,106.99673125,116.90515891,112.92211559,113.74580807,126.13928643,117.62624638,131.02269587,133.31452632,129.73592049,100.05663459,98.51272048,107.6805179,108.13725023,109.13935771,111.08638747,113.16503812,107.78124707,99.73073392,116.58222268,112.52233437,124.62844741,120.35372859,125.43554769,118.78663642,125.03142572,102.97926961,95.50095854,111.69994174,117.79961188,115.84441801,130.34750182,132.50495083,120.98261523,121.78719514,129.57920713,125.7160334,134.83255726,136.38020642,150.36798912,133.89228402,140.60428584,125.32502494,133.07760765,138.62521228,145.67716183,149.54755668,131.71889927,138.54223506,136.41852047,119.85917366,132.05125395,137.19896064,133.52865838,143.0489447,125.41604159,155.45070922,151.18132858,125.43718413,130.07508773,144.73681207,133.77988225,134.63509423
5,"Clerical and Administrative Workers-General Clerical Workers-Full time-Males",32.00899454,33.8788054,34.90477598,33.1524968,33.7382419,32.04708654,36.16863488,31.32565477,32.00175382,34.53528132,38.71170547,35.92846234,34.65240116,34.40444309,39.30079516,37.07914947,34.97872289,33.62665534,36.07940879,34.04848344,35.06749504,34.66676279,36.61695742,34.64463127,35.43462679,35.4359636,35.73584599,35.01275793,34.13455017,34.40190358,37.81717653,39.22370475,38.02085614,38.45049278,37.94498703,34.59187038,37.23693642,35.59752298,40.41390597,34.40569413,31.00287566,31.14043464,32.19391583,30.13196261,25.76514025,33.40859001,32.00440077,29.1638981,26.943561,28.73663158,34.03757223,30.66907679,29.40260505,28.30335699,35.07221587,33.190323,31.96650196,33.56459932,41.8003067,29.67696184,26.87642207,35.06525932,34.10450447,35.95359606,37.96441309,34.65322316,35.29229181,36.71403083,35.32268442,39.45359293,38.08678395,33.85568338,41.14728263,41.71617855,48.48691024,33.51104699,30.6520458,30.60894025,29.70007947,27.14039408,29.20250704,36.40380216,32.47424877,33.93194079,30.57832664,31.68576325,36.46488639,29.0547688,28.4101054,29.90844674,39.02263599,28.94072729,30.60171021,29.71597554,34.30804769,33.83917595,30.65443786,33.63805012,31.81731286,32.13140487,31.99836302,31.94538705,36.07268115,29.13340282,31.69052455,34.91760649,33.51719837,34.80004736,34.60227958,28.80519581,36.57405334,27.41193486,32.41656983,35.85366635,38.06310082,31.76823429,32.74580084,29.51979069,38.18654996,44.67672137,30.92872698,26.35591918,27.22839965,34.92754899,36.63701971,37.52184193,30.69265973,37.11012415
