,ts_name,forecast_type,error_metric,error,level
409,TAS-Male-Remanded-Non-ATSI,adjusted,MASE,3.1464868725247523,5
410,TAS-Male-Remanded-Non-ATSI,original,SMAPE,28.704485021574932,5
411,TAS-Male-Remanded-Non-ATSI,adjusted,SMAPE,26.56802507054043,5
412,TAS-Male-Sentenced-ATSI,original,MASE,1.1234528769391912,5
413,TAS-Male-Sentenced-ATSI,adjusted,MASE,0.9919616590909095,5
414,TAS-Male-Sentenced-ATSI,original,SMAPE,7.7867371136706405,5
415,TAS-Male-Sentenced-ATSI,adjusted,SMAPE,6.823172801478964,5
416,TAS-Male-Sentenced-Non-ATSI,original,MASE,1.3742222170766873,5
417,TAS-Male-Sentenced-Non-ATSI,adjusted,MASE,1.3387290913043475,5
418,TAS-Male-Sentenced-Non-ATSI,original,SMAPE,6.584154715513691,5
419,TAS-Male-Sentenced-Non-ATSI,adjusted,SMAPE,6.40545869966132,5
420,VIC-Female-Remanded-ATSI,original,MASE,1.5713085088364551,5
421,VIC-Female-Remanded-ATSI,adjusted,MASE,4.025691119047619,5
422,VIC-Female-Remanded-ATSI,original,SMAPE,14.995329093394394,5
423,VIC-Female-Remanded-ATSI,adjusted,SMAPE,33.01011251446893,5
424,VIC-Female-Remanded-Non-ATSI,original,MASE,6.3322010869565215,5
425,VIC-Female-Remanded-Non-ATSI,adjusted,MASE,5.212367883831521,5
426,VIC-Female-Remanded-Non-ATSI,original,SMAPE,24.568526967852623,5
427,VIC-Female-Remanded-Non-ATSI,adjusted,SMAPE,19.688509255393523,5
428,VIC-Female-Sentenced-ATSI,original,MASE,1.1539717720253504,5
429,VIC-Female-Sentenced-ATSI,adjusted,MASE,3.1681790291666676,5
430,VIC-Female-Sentenced-ATSI,original,SMAPE,10.43774824983697,5
431,VIC-Female-Sentenced-ATSI,adjusted,SMAPE,25.719273134144476,5
432,VIC-Female-Sentenced-Non-ATSI,original,MASE,4.52241163177553,5
433,VIC-Female-Sentenced-Non-ATSI,adjusted,MASE,4.833536649855907,5
434,VIC-Female-Sentenced-Non-ATSI,original,SMAPE,14.595251237937951,5
435,VIC-Female-Sentenced-Non-ATSI,adjusted,SMAPE,15.500441943329617,5
436,VIC-Male-Remanded-ATSI,original,MASE,6.9533711676067576,5
437,VIC-Male-Remanded-ATSI,adjusted,MASE,6.454509129545454,5
438,VIC-Male-Remanded-ATSI,original,SMAPE,28.052541267909064,5
439,VIC-Male-Remanded-ATSI,adjusted,SMAPE,25.73272123833598,5
440,VIC-Male-Remanded-Non-ATSI,original,MASE,5.298778195493799,5
441,VIC-Male-Remanded-Non-ATSI,adjusted,MASE,5.207543176691729,5
442,VIC-Male-Remanded-Non-ATSI,original,SMAPE,12.880071701535323,5
443,VIC-Male-Remanded-Non-ATSI,adjusted,SMAPE,12.63369456190658,5
444,VIC-Male-Sentenced-ATSI,original,MASE,6.915801186943634,5
445,VIC-Male-Sentenced-ATSI,adjusted,MASE,7.489326231454007,5
446,VIC-Male-Sentenced-ATSI,original,SMAPE,16.943477939242896,5
447,VIC-Male-Sentenced-ATSI,adjusted,SMAPE,18.2055007253053,5
448,VIC-Male-Sentenced-Non-ATSI,original,MASE,5.839223111379913,5
449,VIC-Male-Sentenced-Non-ATSI,adjusted,MASE,5.9210906994584835,5
450,VIC-Male-Sentenced-Non-ATSI,original,SMAPE,9.603466593001292,5
451,VIC-Male-Sentenced-Non-ATSI,adjusted,SMAPE,9.731738880073737,5
452,WA-Female-Remanded-ATSI,original,MASE,1.9417372881355932,5
453,WA-Female-Remanded-ATSI,adjusted,MASE,2.084405856991525,5
454,WA-Female-Remanded-ATSI,original,SMAPE,12.899181541975075,5
455,WA-Female-Remanded-ATSI,adjusted,SMAPE,13.881853050157844,5
456,WA-Female-Remanded-Non-ATSI,original,MASE,5.7336647727272725,5
457,WA-Female-Remanded-Non-ATSI,adjusted,MASE,4.154599644886363,5
458,WA-Female-Remanded-Non-ATSI,original,SMAPE,32.68264076340424,5
459,WA-Female-Remanded-Non-ATSI,adjusted,SMAPE,22.024554816807537,5
460,WA-Female-Sentenced-ATSI,original,MASE,1.1626527696400253,5
461,WA-Female-Sentenced-ATSI,adjusted,MASE,2.0454199003067486,5
462,WA-Female-Sentenced-ATSI,original,SMAPE,5.353711195454218,5
463,WA-Female-Sentenced-ATSI,adjusted,SMAPE,9.15852967257319,5
464,WA-Female-Sentenced-Non-ATSI,original,MASE,1.2320153016206625,5
465,WA-Female-Sentenced-Non-ATSI,adjusted,MASE,1.4284164375000004,5
466,WA-Female-Sentenced-Non-ATSI,original,SMAPE,3.994653412046027,5
467,WA-Female-Sentenced-Non-ATSI,adjusted,SMAPE,4.717296853877418,5
468,WA-Male-Remanded-ATSI,original,MASE,4.546305767594996,5
469,WA-Male-Remanded-ATSI,adjusted,MASE,4.350396932901907,5
470,WA-Male-Remanded-ATSI,original,SMAPE,15.934560668319769,5
471,WA-Male-Remanded-ATSI,adjusted,SMAPE,15.239117472568593,5
472,WA-Male-Remanded-Non-ATSI,original,MASE,8.054016620498615,5
473,WA-Male-Remanded-Non-ATSI,adjusted,MASE,7.501783556094181,5
474,WA-Male-Remanded-Non-ATSI,original,SMAPE,18.74063329564764,5
475,WA-Male-Remanded-Non-ATSI,adjusted,SMAPE,17.293185234914006,5
476,WA-Male-Sentenced-ATSI,original,MASE,0.7173905745571579,5
477,WA-Male-Sentenced-ATSI,adjusted,MASE,0.8859992977528083,5
478,WA-Male-Sentenced-ATSI,original,SMAPE,1.7208781251705219,5
479,WA-Male-Sentenced-ATSI,adjusted,SMAPE,2.120976270077055,5
480,WA-Male-Sentenced-Non-ATSI,original,MASE,2.856388317845503,5
481,WA-Male-Sentenced-Non-ATSI,adjusted,MASE,2.3817410554131966,5
482,WA-Male-Sentenced-Non-ATSI,original,SMAPE,4.623630907989371,5
483,WA-Male-Sentenced-Non-ATSI,adjusted,SMAPE,3.832492762759328,5
